,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2812309,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-15,7.0,4.0,-1.0,1.0,6.0,0.0
2812310,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-16,3.0,5.0,-2.0,-3.0,1.0,1.0
2812311,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-17,-1.0,0.0,-3.0,-2.0,8.0,1.0
2812312,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-18,0.0,1.0,-3.0,0.0,5.0,0.0
2812313,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-19,-3.0,-3.0,-4.0,-6.0,5.0,1.0
2812314,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-20,-2.0,-2.0,-5.0,-5.0,6.0,0.0
2812315,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-21,-2.0,-2.0,-8.0,-6.0,8.0,1.0
2812316,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-22,1.0,0.0,-1.0,-1.0,7.0,0.0
2812317,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-23,-3.0,0.0,0.0,-7.0,2.0,1.0
2812318,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-24,1.0,-1.0,6.0,-4.0,4.0,1.0
2812319,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-25,0.0,-2.0,11.0,-18.0,-43.0,11.0
2812320,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-26,-3.0,-1.0,0.0,-3.0,6.0,0.0
2812321,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-27,-2.0,-1.0,-4.0,-6.0,6.0,0.0
2812322,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-28,-1.0,1.0,-6.0,-6.0,8.0,0.0
2812323,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-29,5.0,6.0,-1.0,0.0,9.0,0.0
2812324,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-01,2.0,7.0,0.0,-5.0,5.0,1.0
2812325,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-02,0.0,2.0,-2.0,-5.0,9.0,0.0
2812326,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-03,1.0,2.0,-2.0,-4.0,7.0,0.0
2812327,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-04,-1.0,2.0,-1.0,-7.0,6.0,1.0
2812328,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-05,0.0,2.0,-3.0,-6.0,7.0,0.0
2812329,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-06,-3.0,-1.0,-9.0,-8.0,8.0,1.0
2812330,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-07,0.0,2.0,-1.0,-4.0,7.0,1.0
2812331,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-08,-4.0,2.0,-2.0,-9.0,3.0,1.0
2812332,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-09,-3.0,1.0,-1.0,-7.0,7.0,1.0
2812333,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-10,-4.0,3.0,-5.0,-11.0,-4.0,3.0
2812334,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-11,-8.0,5.0,-6.0,-17.0,-5.0,4.0
2812335,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-12,-8.0,8.0,-8.0,-17.0,-6.0,5.0
2812336,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-13,-12.0,9.0,-16.0,-17.0,-9.0,7.0
2812337,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-14,-18.0,5.0,-20.0,-15.0,-6.0,6.0
2812338,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-15,-40.0,-10.0,-29.0,-42.0,-10.0,11.0
2812339,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-16,-34.0,-4.0,-18.0,-42.0,-31.0,15.0
2812340,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-17,-57.0,-21.0,-30.0,-63.0,-55.0,24.0
2812341,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-18,-66.0,-36.0,-36.0,-72.0,-62.0,28.0
2812342,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-19,-69.0,-41.0,-39.0,-75.0,-65.0,30.0
2812343,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-20,-73.0,-45.0,-47.0,-79.0,-66.0,33.0
2812344,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-21,-75.0,-48.0,-52.0,-78.0,-57.0,27.0
2812345,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-22,-79.0,-53.0,-56.0,-79.0,-50.0,24.0
2812346,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-23,-75.0,-50.0,-45.0,-81.0,-69.0,33.0
2812347,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-24,-76.0,-51.0,-47.0,-81.0,-71.0,33.0
2812348,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-25,-76.0,-51.0,-46.0,-81.0,-72.0,34.0
2812349,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-26,-76.0,-52.0,-47.0,-81.0,-72.0,34.0
2812350,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-27,-77.0,-51.0,-52.0,-83.0,-72.0,37.0
2812351,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-28,-78.0,-53.0,-56.0,-82.0,-62.0,30.0
2812352,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-29,-81.0,-59.0,-59.0,-82.0,-54.0,26.0
2812353,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-30,-79.0,-59.0,-48.0,-84.0,-73.0,35.0
2812354,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-31,-79.0,-57.0,-49.0,-83.0,-74.0,35.0
2812355,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-01,-79.0,-58.0,-48.0,-84.0,-74.0,35.0
2812356,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-02,-80.0,-58.0,-49.0,-84.0,-74.0,36.0
2812357,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-03,-80.0,-58.0,-54.0,-85.0,-73.0,39.0
2812358,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-04,-80.0,-58.0,-57.0,-84.0,-63.0,31.0
2812359,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-05,-82.0,-62.0,-60.0,-84.0,-54.0,26.0
2812360,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-06,-78.0,-57.0,-48.0,-84.0,-72.0,35.0
2812361,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-07,-77.0,-54.0,-48.0,-83.0,-74.0,35.0
2812362,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-08,-76.0,-50.0,-47.0,-83.0,-74.0,34.0
2812363,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-09,-85.0,-65.0,-51.0,-86.0,-80.0,38.0
2812364,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-10,-90.0,-78.0,-59.0,-90.0,-82.0,43.0
2812365,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-11,-82.0,-60.0,-59.0,-86.0,-67.0,32.0
2812366,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-12,-82.0,-62.0,-60.0,-84.0,-55.0,26.0
2812367,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-13,-76.0,-53.0,-47.0,-83.0,-71.0,35.0
2812368,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-14,-76.0,-52.0,-48.0,-82.0,-73.0,35.0
2812369,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-15,-76.0,-53.0,-48.0,-83.0,-72.0,35.0
2812370,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-16,-77.0,-54.0,-48.0,-84.0,-72.0,36.0
2812371,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-17,-79.0,-56.0,-53.0,-85.0,-71.0,39.0
2812372,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-18,-81.0,-61.0,-60.0,-84.0,-62.0,30.0
2812373,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-19,-83.0,-66.0,-63.0,-85.0,-54.0,26.0
2812374,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-20,-78.0,-58.0,-50.0,-84.0,-71.0,35.0
2812375,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-21,-79.0,-60.0,-51.0,-84.0,-72.0,35.0
2812376,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-22,-80.0,-62.0,-51.0,-85.0,-72.0,35.0
2812377,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-23,-80.0,-62.0,-53.0,-85.0,-72.0,36.0
2812378,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-24,-81.0,-63.0,-57.0,-86.0,-71.0,38.0
2812379,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-25,-81.0,-62.0,-60.0,-85.0,-61.0,31.0
2812380,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-26,-84.0,-69.0,-63.0,-85.0,-53.0,27.0
2812381,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-27,-78.0,-60.0,-50.0,-84.0,-69.0,35.0
2812382,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-28,-77.0,-58.0,-50.0,-83.0,-71.0,35.0
2812383,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-29,-77.0,-57.0,-48.0,-83.0,-70.0,34.0
2812384,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-30,-82.0,-50.0,-54.0,-79.0,-69.0,34.0
2812385,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-01,-84.0,-53.0,-59.0,-82.0,-74.0,39.0
2812386,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-02,-84.0,-53.0,-62.0,-79.0,-58.0,30.0
2812387,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-03,-87.0,-63.0,-66.0,-81.0,-51.0,26.0
2812388,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-04,-81.0,-51.0,-53.0,-78.0,-66.0,33.0
2812389,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-05,-81.0,-48.0,-53.0,-77.0,-67.0,33.0
2812390,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-06,-80.0,-47.0,-52.0,-76.0,-67.0,33.0
2812391,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-07,-80.0,-47.0,-52.0,-77.0,-67.0,33.0
2812392,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-08,-80.0,-47.0,-56.0,-78.0,-65.0,36.0
2812393,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-09,-79.0,-45.0,-59.0,-75.0,-53.0,28.0
2812394,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-10,-81.0,-51.0,-61.0,-76.0,-45.0,24.0
2812395,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-11,-78.0,-45.0,-50.0,-75.0,-63.0,33.0
2812396,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-12,-78.0,-44.0,-51.0,-75.0,-65.0,33.0
2812397,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-13,-78.0,-44.0,-51.0,-76.0,-64.0,33.0
2812398,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-14,-78.0,-44.0,-52.0,-76.0,-65.0,32.0
2812399,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-15,-80.0,-50.0,-56.0,-79.0,-64.0,35.0
2812400,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-16,-75.0,-38.0,-58.0,-72.0,-49.0,26.0
2812401,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-17,-79.0,-48.0,-61.0,-74.0,-40.0,23.0
2812402,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-18,-70.0,-33.0,-47.0,-68.0,-55.0,29.0
2812403,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-19,-71.0,-35.0,-49.0,-69.0,-58.0,29.0
2812404,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-20,-70.0,-34.0,-48.0,-70.0,-57.0,30.0
2812405,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-21,-70.0,-34.0,-48.0,-70.0,-57.0,30.0
2812406,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-22,-72.0,-37.0,-54.0,-72.0,-55.0,32.0
2812407,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-23,-73.0,-38.0,-57.0,-70.0,-42.0,25.0
2812408,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-24,-78.0,-47.0,-59.0,-73.0,-37.0,23.0
2812409,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-25,-70.0,-34.0,-47.0,-72.0,-65.0,32.0
2812410,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-26,-68.0,-33.0,-47.0,-67.0,-54.0,28.0
2812411,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-27,-69.0,-34.0,-46.0,-68.0,-54.0,28.0
2812412,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-28,-69.0,-34.0,-48.0,-68.0,-54.0,29.0
2812413,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-29,-70.0,-33.0,-52.0,-69.0,-51.0,31.0
2812414,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-30,-69.0,-32.0,-55.0,-67.0,-36.0,23.0
2812415,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-31,-74.0,-40.0,-57.0,-69.0,-30.0,21.0
2812416,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-01,-62.0,-21.0,-43.0,-59.0,-45.0,25.0
2812417,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-02,-62.0,-22.0,-43.0,-59.0,-48.0,25.0
2812418,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-03,-62.0,-22.0,-42.0,-59.0,-48.0,25.0
2812419,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-04,-62.0,-22.0,-43.0,-59.0,-48.0,26.0
2812420,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-05,-60.0,-24.0,-46.0,-61.0,-46.0,27.0
2812421,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-06,-60.0,-23.0,-49.0,-59.0,-31.0,21.0
2812422,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-07,-65.0,-32.0,-52.0,-62.0,-24.0,20.0
2812423,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-08,-55.0,-19.0,-39.0,-56.0,-43.0,24.0
2812424,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-09,-56.0,-22.0,-40.0,-56.0,-46.0,24.0
2812425,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-10,-58.0,-24.0,-41.0,-58.0,-46.0,25.0
2812426,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-11,-56.0,-22.0,-41.0,-56.0,-47.0,24.0
2812427,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-12,-61.0,-27.0,-48.0,-65.0,-58.0,31.0
2812428,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-13,-58.0,-23.0,-49.0,-58.0,-30.0,21.0
2812429,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-14,-63.0,-31.0,-50.0,-60.0,-21.0,19.0
2812430,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-15,-51.0,-17.0,-37.0,-54.0,-41.0,23.0
2812431,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-16,-51.0,-14.0,-36.0,-53.0,-44.0,23.0
2812432,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-17,-53.0,-18.0,-37.0,-55.0,-44.0,24.0
2812433,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-18,-53.0,-26.0,-29.0,-59.0,-45.0,24.0
2812434,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-19,-56.0,-29.0,-36.0,-62.0,-44.0,27.0
2812435,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-20,-52.0,-23.0,-37.0,-57.0,-26.0,19.0
2812436,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-21,-57.0,-30.0,-36.0,-60.0,-17.0,18.0
2812437,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-22,-50.0,-24.0,-25.0,-56.0,-42.0,23.0
2812438,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-23,-50.0,-23.0,-26.0,-55.0,-45.0,24.0
2812439,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-24,-52.0,-25.0,-25.0,-58.0,-45.0,24.0
2812440,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-25,-51.0,-24.0,-29.0,-57.0,-44.0,24.0
2812441,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-26,-53.0,-25.0,-34.0,-59.0,-42.0,25.0
2812442,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-27,-53.0,-25.0,-38.0,-57.0,-28.0,20.0
2812443,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-28,-61.0,-36.0,-42.0,-62.0,-21.0,18.0
2812444,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-29,-48.0,-22.0,-26.0,-55.0,-41.0,22.0
2812445,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-30,-45.0,-18.0,-26.0,-55.0,-43.0,22.0
2812446,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-01,-48.0,-20.0,-26.0,-57.0,-43.0,23.0
2812447,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-02,-49.0,-22.0,-28.0,-58.0,-44.0,23.0
2812448,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-03,-51.0,-24.0,-33.0,-59.0,-41.0,25.0
2812449,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-04,-52.0,-26.0,-38.0,-59.0,-27.0,20.0
2812450,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-05,-57.0,-30.0,-38.0,-62.0,-20.0,18.0
2812451,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-06,-47.0,-22.0,-26.0,-56.0,-41.0,23.0
2812452,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-07,-47.0,-20.0,-26.0,-56.0,-44.0,23.0
2812453,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-08,-49.0,-23.0,-27.0,-58.0,-43.0,23.0
2812454,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-09,-50.0,-25.0,-27.0,-58.0,-44.0,23.0
2812455,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-10,-51.0,-24.0,-34.0,-59.0,-42.0,25.0
2812456,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-11,-50.0,-18.0,-35.0,-57.0,-26.0,19.0
2812457,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-12,-56.0,-29.0,-36.0,-61.0,-19.0,18.0
2812458,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-13,-50.0,-26.0,-28.0,-58.0,-41.0,24.0
2812459,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-14,-46.0,-20.0,-25.0,-56.0,-44.0,23.0
2812460,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-15,-46.0,-20.0,-26.0,-57.0,-43.0,23.0
2812461,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-16,-45.0,-17.0,-25.0,-57.0,-43.0,23.0
2812462,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-17,-50.0,-21.0,-33.0,-59.0,-41.0,25.0
2812463,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-18,-48.0,-20.0,-35.0,-57.0,-25.0,19.0
2812464,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-19,-56.0,-29.0,-37.0,-61.0,-20.0,18.0
2812465,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-20,-46.0,-19.0,-24.0,-56.0,-40.0,23.0
2812466,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-21,-48.0,-23.0,-28.0,-57.0,-44.0,23.0
2812467,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-22,-49.0,-22.0,-26.0,-58.0,-43.0,23.0
2812468,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-23,-50.0,-23.0,-28.0,-59.0,-43.0,24.0
2812469,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-24,-51.0,-24.0,-32.0,-60.0,-41.0,26.0
2812470,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-25,-50.0,-23.0,-34.0,-57.0,-27.0,19.0
2812471,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-26,-56.0,-30.0,-36.0,-61.0,-21.0,18.0
2812472,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-27,-47.0,-22.0,-24.0,-57.0,-41.0,23.0
2812473,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-28,-48.0,-22.0,-27.0,-57.0,-44.0,23.0
2812474,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-29,-51.0,-25.0,-27.0,-59.0,-45.0,24.0
2812475,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-30,-47.0,-20.0,-27.0,-57.0,-45.0,23.0
2812476,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-31,-52.0,-23.0,-35.0,-65.0,-57.0,29.0
2812477,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-01,-51.0,-24.0,-37.0,-59.0,-30.0,21.0
2812478,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-02,-55.0,-27.0,-36.0,-60.0,-22.0,18.0
2812479,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-03,-39.0,-9.0,-19.0,-50.0,-40.0,21.0
2812480,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-04,-55.0,-27.0,-27.0,-65.0,-48.0,26.0
2812481,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-05,-54.0,-27.0,-27.0,-66.0,-47.0,25.0
2812482,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-06,-55.0,-29.0,-28.0,-66.0,-48.0,26.0
2812483,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-07,-59.0,-34.0,-34.0,-69.0,-46.0,28.0
2812484,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-08,-56.0,-29.0,-37.0,-66.0,-31.0,21.0
