,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2818465,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-04,-52.0,-28.0,-33.0,-61.0,-50.0,28.0
2818466,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-05,-51.0,-28.0,-32.0,-63.0,-50.0,26.0
2818467,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-06,-53.0,-29.0,-33.0,-64.0,-57.0,30.0
2818468,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-07,-54.0,-32.0,-44.0,-65.0,-49.0,29.0
2818469,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-08,-53.0,-29.0,-38.0,-63.0,-28.0,23.0
2818470,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-09,-62.0,-43.0,-39.0,-68.0,-30.0,22.0
2818471,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-10,-50.0,-26.0,-30.0,-61.0,-48.0,25.0
2818472,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-11,-50.0,-28.0,-28.0,-61.0,-49.0,26.0
2818473,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-12,-51.0,-29.0,-27.0,-63.0,-49.0,26.0
2818474,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-13,-53.0,-32.0,-32.0,-64.0,-49.0,27.0
2818475,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-14,-50.0,-25.0,-39.0,-62.0,-47.0,28.0
2818476,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-15,-48.0,-22.0,-36.0,-61.0,-25.0,22.0
2818477,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-16,-60.0,-41.0,-36.0,-67.0,-29.0,21.0
2818478,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-17,-49.0,-26.0,-30.0,-60.0,-47.0,25.0
2818479,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-18,-50.0,-27.0,-28.0,-60.0,-47.0,26.0
2818480,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-19,-50.0,-27.0,-28.0,-61.0,-47.0,25.0
2818481,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-20,-48.0,-26.0,-28.0,-59.0,-46.0,24.0
2818482,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-21,-52.0,-29.0,-39.0,-64.0,-58.0,31.0
2818483,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-22,-51.0,-28.0,-37.0,-62.0,-25.0,22.0
2818484,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-23,-59.0,-42.0,-35.0,-66.0,-26.0,20.0
2818485,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-24,-49.0,-28.0,-29.0,-60.0,-45.0,24.0
2818486,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-25,-48.0,-26.0,-27.0,-58.0,-46.0,25.0
2818487,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-26,-48.0,-28.0,-25.0,-60.0,-46.0,24.0
2818488,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-27,-49.0,-29.0,-30.0,-60.0,-45.0,25.0
2818489,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-28,-48.0,-26.0,-39.0,-61.0,-45.0,26.0
2818490,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-29,-46.0,-22.0,-34.0,-59.0,-21.0,20.0
2818491,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-30,-54.0,-36.0,-28.0,-64.0,-25.0,17.0
2818492,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-08-31,-48.0,-26.0,-23.0,-64.0,-61.0,27.0
2818493,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-01,-45.0,-25.0,-25.0,-57.0,-45.0,23.0
2818494,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-02,-48.0,-28.0,-25.0,-59.0,-46.0,23.0
2818495,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-03,-48.0,-29.0,-30.0,-61.0,-45.0,24.0
2818496,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-04,-49.0,-28.0,-40.0,-63.0,-44.0,27.0
2818497,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-05,-47.0,-25.0,-33.0,-60.0,-22.0,20.0
2818498,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-06,-54.0,-35.0,-28.0,-66.0,-25.0,18.0
2818499,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-07,-45.0,-26.0,-27.0,-59.0,-45.0,23.0
2818500,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-08,-46.0,-24.0,-22.0,-58.0,-46.0,23.0
2818501,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-09,-49.0,-29.0,-24.0,-62.0,-55.0,25.0
2818502,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-10,-48.0,-29.0,-31.0,-59.0,-45.0,23.0
2818503,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-11,-47.0,-26.0,-36.0,-61.0,-43.0,25.0
2818504,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-12,-46.0,-26.0,-31.0,-59.0,-21.0,19.0
2818505,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-13,-52.0,-35.0,-25.0,-65.0,-22.0,16.0
2818506,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-14,-45.0,-27.0,-27.0,-59.0,-42.0,22.0
2818507,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-15,-44.0,-23.0,-26.0,-57.0,-43.0,23.0
2818508,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-16,-45.0,-24.0,-28.0,-59.0,-44.0,24.0
2818509,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-17,-49.0,-31.0,-34.0,-61.0,-44.0,25.0
2818510,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-18,-46.0,-24.0,-38.0,-60.0,-41.0,26.0
2818511,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-19,-43.0,-22.0,-30.0,-57.0,-19.0,19.0
2818512,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-20,-50.0,-33.0,-28.0,-65.0,-20.0,18.0
2818513,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-21,-47.0,-28.0,-32.0,-61.0,-44.0,24.0
2818514,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-22,-48.0,-27.0,-30.0,-58.0,-44.0,25.0
2818515,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-23,-49.0,-27.0,-30.0,-59.0,-43.0,24.0
2818516,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-24,-49.0,-29.0,-35.0,-60.0,-42.0,25.0
2818517,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-25,-49.0,-27.0,-42.0,-60.0,-41.0,27.0
2818518,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-26,-47.0,-25.0,-34.0,-59.0,-18.0,21.0
2818519,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-27,-52.0,-33.0,-29.0,-65.0,-21.0,18.0
2818520,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-28,-47.0,-26.0,-32.0,-60.0,-41.0,24.0
2818521,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-29,-48.0,-27.0,-32.0,-59.0,-43.0,25.0
2818522,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-09-30,-44.0,-20.0,-31.0,-56.0,-43.0,22.0
2818523,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-01,-46.0,-20.0,-38.0,-57.0,-42.0,22.0
2818524,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-02,-48.0,-24.0,-46.0,-59.0,-41.0,24.0
2818525,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-03,-46.0,-23.0,-40.0,-56.0,-20.0,18.0
2818526,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-04,-50.0,-30.0,-29.0,-62.0,-25.0,15.0
2818527,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-05,-44.0,-22.0,-35.0,-56.0,-42.0,20.0
2818528,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-06,-47.0,-25.0,-35.0,-55.0,-43.0,21.0
2818529,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-07,-50.0,-30.0,-36.0,-58.0,-43.0,22.0
2818530,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-08,-47.0,-25.0,-34.0,-55.0,-40.0,22.0
2818531,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-09,-49.0,-27.0,-39.0,-59.0,-39.0,25.0
2818532,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-10,-47.0,-24.0,-36.0,-57.0,-16.0,20.0
2818533,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-11,-52.0,-33.0,-31.0,-64.0,-21.0,18.0
2818534,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-12,-46.0,-25.0,-32.0,-56.0,-40.0,23.0
2818535,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-13,-48.0,-27.0,-32.0,-55.0,-42.0,24.0
2818536,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-14,-47.0,-28.0,-32.0,-58.0,-41.0,24.0
2818537,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-15,-44.0,-22.0,-37.0,-56.0,-40.0,24.0
2818538,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-16,-44.0,-20.0,-43.0,-56.0,-38.0,26.0
2818539,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-17,-44.0,-21.0,-36.0,-55.0,-16.0,20.0
2818540,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-18,-48.0,-29.0,-30.0,-63.0,-21.0,17.0
2818541,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-19,-46.0,-26.0,-35.0,-57.0,-40.0,23.0
2818542,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-20,-46.0,-26.0,-34.0,-55.0,-41.0,24.0
2818543,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-21,-45.0,-24.0,-31.0,-57.0,-40.0,23.0
2818544,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-22,-44.0,-24.0,-32.0,-56.0,-39.0,22.0
2818545,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-23,-48.0,-29.0,-43.0,-60.0,-39.0,25.0
2818546,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-24,-42.0,-18.0,-30.0,-55.0,-15.0,17.0
2818547,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-25,-50.0,-33.0,-32.0,-66.0,-23.0,17.0
2818548,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-26,-45.0,-25.0,-33.0,-58.0,-40.0,21.0
2818549,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-27,-45.0,-24.0,-30.0,-56.0,-40.0,22.0
2818550,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-28,-45.0,-25.0,-29.0,-56.0,-40.0,21.0
2818551,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-29,-45.0,-26.0,-39.0,-56.0,-40.0,21.0
2818552,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-30,-43.0,-20.0,-46.0,-55.0,-38.0,23.0
2818553,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-10-31,-41.0,-15.0,-36.0,-53.0,-17.0,16.0
2818554,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-01,-53.0,-31.0,-35.0,-67.0,-28.0,16.0
2818555,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-02,-52.0,-33.0,-33.0,-65.0,-65.0,26.0
2818556,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-03,-43.0,-21.0,-33.0,-55.0,-40.0,21.0
2818557,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-04,-44.0,-26.0,-33.0,-56.0,-41.0,22.0
2818558,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-05,-44.0,-25.0,-37.0,-58.0,-39.0,23.0
2818559,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-06,-44.0,-24.0,-41.0,-58.0,-36.0,24.0
2818560,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-07,-43.0,-23.0,-36.0,-57.0,-12.0,19.0
2818561,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-08,-44.0,-26.0,-26.0,-62.0,-16.0,16.0
2818562,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-09,-43.0,-24.0,-31.0,-57.0,-37.0,21.0
2818563,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-10,-42.0,-22.0,-30.0,-55.0,-38.0,23.0
2818564,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-11,-43.0,-25.0,-32.0,-56.0,-38.0,22.0
2818565,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-12,-43.0,-24.0,-33.0,-56.0,-37.0,23.0
2818566,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-13,-41.0,-21.0,-39.0,-56.0,-35.0,24.0
2818567,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-14,-37.0,-16.0,-30.0,-52.0,-11.0,17.0
2818568,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-15,-40.0,-22.0,-22.0,-59.0,-15.0,14.0
2818569,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-16,-41.0,-20.0,-30.0,-57.0,-37.0,21.0
2818570,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-17,-42.0,-22.0,-30.0,-55.0,-38.0,23.0
2818571,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-18,-42.0,-23.0,-29.0,-56.0,-38.0,22.0
2818572,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-19,-42.0,-23.0,-34.0,-55.0,-37.0,23.0
2818573,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-20,-41.0,-20.0,-39.0,-56.0,-35.0,24.0
2818574,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-21,-39.0,-18.0,-33.0,-55.0,-11.0,18.0
2818575,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-22,-43.0,-26.0,-29.0,-61.0,-15.0,15.0
2818576,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-23,-41.0,-23.0,-32.0,-57.0,-36.0,21.0
2818577,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-24,-43.0,-24.0,-32.0,-56.0,-38.0,23.0
2818578,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-25,-42.0,-25.0,-33.0,-56.0,-37.0,22.0
2818579,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-26,-39.0,-20.0,-33.0,-54.0,-36.0,22.0
2818580,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-27,-38.0,-17.0,-39.0,-55.0,-34.0,23.0
2818581,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-28,-33.0,-11.0,-28.0,-51.0,-8.0,16.0
2818582,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-29,-37.0,-16.0,-16.0,-56.0,-12.0,13.0
2818583,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-11-30,-40.0,-20.0,-23.0,-58.0,-58.0,24.0
2818584,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-01,-37.0,-15.0,-26.0,-52.0,-34.0,20.0
2818585,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-02,-40.0,-20.0,-30.0,-54.0,-35.0,22.0
2818586,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-03,-36.0,-16.0,-30.0,-52.0,-32.0,21.0
2818587,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-04,-39.0,-16.0,-36.0,-57.0,-45.0,26.0
2818588,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-05,-36.0,-16.0,-29.0,-51.0,-8.0,16.0
2818589,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-06,-44.0,-28.0,-32.0,-61.0,-14.0,15.0
2818590,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-07,-34.0,-15.0,-28.0,-51.0,-35.0,19.0
2818591,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-08,-37.0,-16.0,-21.0,-55.0,-52.0,24.0
2818592,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-09,-39.0,-21.0,-22.0,-53.0,-35.0,20.0
2818593,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-10,-36.0,-15.0,-22.0,-51.0,-33.0,21.0
2818594,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-11,-36.0,-14.0,-30.0,-51.0,-32.0,22.0
2818595,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-12,-33.0,-11.0,-20.0,-47.0,-6.0,16.0
2818596,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-13,-34.0,-15.0,-10.0,-52.0,-10.0,14.0
2818597,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-14,-36.0,-17.0,-23.0,-52.0,-35.0,20.0
2818598,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-15,-31.0,-7.0,-16.0,-47.0,-35.0,21.0
2818599,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-16,-30.0,-6.0,-11.0,-47.0,-33.0,19.0
2818600,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-17,-28.0,-5.0,-15.0,-44.0,-32.0,20.0
2818601,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-18,-40.0,-22.0,-40.0,-54.0,-34.0,24.0
2818602,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-19,-26.0,-2.0,-21.0,-42.0,-2.0,15.0
2818603,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-20,-24.0,-2.0,-7.0,-45.0,-4.0,12.0
2818604,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-21,-22.0,1.0,-7.0,-41.0,-35.0,18.0
2818605,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-22,-21.0,4.0,-5.0,-40.0,-37.0,18.0
2818606,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-23,-13.0,18.0,1.0,-33.0,-37.0,15.0
2818607,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-24,-21.0,29.0,3.0,-40.0,-55.0,19.0
2818608,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-25,-58.0,-44.0,-20.0,-71.0,-71.0,29.0
2818609,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-26,-36.0,-9.0,-14.0,-54.0,-22.0,17.0
2818610,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-27,-36.0,-14.0,-7.0,-53.0,-9.0,14.0
2818611,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-28,-30.0,-7.0,-12.0,-49.0,-42.0,21.0
2818612,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-29,-24.0,3.0,-4.0,-43.0,-42.0,21.0
2818613,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-30,-22.0,15.0,5.0,-42.0,-55.0,22.0
2818614,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2020-12-31,-32.0,24.0,-5.0,-47.0,-59.0,23.0
2818615,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2021-01-01,-66.0,-55.0,-7.0,-75.0,-73.0,31.0
2818616,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2021-01-02,-46.0,-23.0,-11.0,-60.0,-29.0,20.0
2818617,PH,Philippines,Central Visayas,,,PH-07,,ChIJVc7VivHFqzMRAaGfJmRsBzs,2021-01-03,-42.0,-24.0,-12.0,-59.0,-13.0,16.0
